lsoa_code,lsoa_name,la_name,wimd_2025_rank,income_rank,employment_rank,health_rank,education_rank,access_rank,housing_rank,community_safety_rank,physical_env_rank,wimd_2025_score,income_score,employment_score,health_score,education_score,access_score,housing_score,community_safety_score,physical_env_score,drd_category,wimd_2019_rank,wimd_2014_rank,wimd_2011_rank,wimd_2008_rank,wimd_2005_rank,ruc_code,ruc_name,rural_urban,access_rank_gap,housing_rank_gap
W01001677,St Julians 3,Newport,1360,1433,1574,1211,966,1729,755,1072,109,11.9477387543179,6.60831581168845,4.48389817521544,10.4100688919477,15.4953006495433,2.35480988929415,21.0074980590031,13.156069761591,61.6463582731176,LSOAs never ranked in top 50 most deprived,1276,1460,1442,1562,1585,UN1,Urban: Nearer to a major town or city,Urban,369,-605
W01001678,St Julians 4,Newport,415,522,399,929,451,798,433,198,116,30.9073450621244,29.1799895858898,35.0491823781009,16.3712622991178,32.3832229231496,19.7719101082479,33.2715144397848,49.8712011904335,60.467659071455,LSOAs never ranked in top 50 most deprived,421,511,582,794,1041,UN1,Urban: Nearer to a major town or city,Urban,383,18
W01001679,St Julians 5,Newport,1574,1478,1484,1515,1156,1853,1148,972,441,8.404807182596,5.90875850122173,5.81707140801809,5.34909116215445,11.4577639697738,0.78295339913323,11.614211041696,15.3563443697558,32.8724769695668,LSOAs never ranked in top 50 most deprived,1386,1572,1593,1679,1777,UN1,Urban: Nearer to a major town or city,Urban,279,-426
W01001680,St Julians 6,Newport,1093,992,1369,945,943,1916,391,619,223,16.2875614612145,14.8991279100064,7.641384102037111,15.988367280387,16.0358820119611,0.0236976471952762,35.4882095871764,25.4196670575853,47.4181189285683,LSOAs never ranked in top 50 most deprived,956,1040,1390,1438,1587,UN1,Urban: Nearer to a major town or city,Urban,823,-702
W01001681,Shaftesbury 1,Newport,149,229,318,273,246,895,166,16,11,46.73421753289,46.8663598284772,39.9365359388287,43.1801097429359,45.3713061162476,17.2067161132839,53.4491146924828,89.2315478251648,92.2928508046826,LSOAs never ranked in top 50 most deprived,119,227,239,177,238,UN1,Urban: Nearer to a major town or city,Urban,746,17
W01001682,Shaftesbury 2,Newport,424,521,727,376,408,597,1257,540,13,30.5439388762599,29.2221433891795,21.8492887875923,36.3346792655497,34.565091159079,26.2202273434475,9.56903868608086,28.4341410760623,91.0190330224667,LSOAs never ranked in top 50 most deprived,561,602,632,670,782,UN1,Urban: Nearer to a major town or city,Urban,173,833
W01001683,Shaftesbury 3,Newport,1032,1255,1172,1226,893,1194,523,888,23,17.1195776437773,9.60497279241023,11.1480265638227,10.1324265947327,17.2568184537163,10.7288358234862,29.1379128996805,17.3825538874175,85.5327261252308,LSOAs never ranked in top 50 most deprived,1005,1091,1086,1179,1155,UN1,Urban: Nearer to a major town or city,Urban,162,-509
W01001684,Shaftesbury 4,Newport,857,1086,1179,1009,798,1447,195,992,36,19.8753767526656,12.864166806587,11.0138171449293,14.5175146946677,19.7719101082479,6.38838697965858,50.1839593491089,14.8991279100064,79.929011439795,LSOAs never ranked in top 50 most deprived,840,1074,1097,985,1271,UN1,Urban: Nearer to a major town or city,Urban,590,-662
W01001685,Stow Hill 1,Newport,328,354,484,417,647,1215,346,4,170,34.9665144068261,37.6353920553086,30.838771086219,34.0909791470183,24.4394863568481,10.3357026259726,38.1272300973115,97.4053272071611,52.9702328737917,LSOAs never ranked in top 50 most deprived,339,427,462,488,704,UN1,Urban: Nearer to a major town or city,Urban,887,18
W01001686,Stow Hill 2,Newport,1107,924,983,762,1366,1407,859,1051,247,16.1239639219513,16.4922361125709,15.1037513169693,20.801777737901695,7.690966581395791,7.02241968093653,18.1256937179753,13.600990223615,45.2863163563805,LSOAs never ranked in top 50 most deprived,808,708,833,772,842,UN1,Urban: Nearer to a major town or city,Urban,300,-248
W01001687,Stow Hill 3,Newport,131,130,137,413,189,1375,192,17,279,48.401012794072,58.2773327586552,57.2557282737189,34.3004899781357,50.8225311289116,7.54253865954455,50.5010291475884,88.6653116596723,42.7202801087006,LSOAs never ranked in top 50 most deprived,135,156,224,192,225,UN1,Urban: Nearer to a major town or city,Urban,1244,61
W01001689,Tredegar Park 2,Newport,77,95,111,50,208,515,194,403,187,56.2597395950495,64.2020855526035,61.3033784077623,75.1142089728036,48.8583621326129,29.4767016366035,50.2891643604948,34.8327718802493,51.0393899464109,LSOAs often in the top 50 most deprived,39,42,40,31,70,UN1,Urban: Nearer to a major town or city,Urban,438,117
W01001690,Victoria 1,Newport,310,310,466,523,362,1586,137,250,127,35.5839865930732,40.480744979926,31.6683189466595,29.1379128996805,37.1538517812199,4.31184054235171,57.2557282737189,45.0332153132561,58.7294471860413,LSOAs never ranked in top 50 most deprived,317,378,478,429,581,UN1,Urban: Nearer to a major town or city,Urban,1276,-173
W01001691,Victoria 2,Newport,331,493,559,251,515,1550,128,88,157,34.8624614847217,30.4349537266765,27.6722445460777,44.9494634762579,29.4767016366035,4.83192362954361,58.5777527551779,65.5949899718188,54.5645079112566,LSOAs never ranked in top 50 most deprived,161,259,413,435,602,UN1,Urban: Nearer to a major town or city,Urban,1219,-203
W01001692,Victoria 3,Newport,273,330,562,722,346,1663,11,222,58,37.4041989253834,39.1436299697375,27.5542191343324,22.0029051103346,38.1272300973115,3.23741416381765,92.2928508046826,47.5113795103644,72.7568312135891,LSOAs never ranked in top 50 most deprived,178,265,345,495,504,UN1,Urban: Nearer to a major town or city,Urban,1390,-262
W01001693,Victoria 4,Newport,351,527,884,535,395,1312,62,64,30,34.0875110206874,28.9703717157988,17.483639494038002,28.6389067984773,35.2676484719636,8.60223002237486,71.6629642669723,71.1349406732581,82.3471543725932,LSOAs never ranked in top 50 most deprived,112,228,179,109,205,UN1,Urban: Nearer to a major town or city,Urban,961,-289
W01001694,Adamsdown 1,Cardiff,189,276,488,162,483,1726,19,36,95,43.3225191635779,42.9490457966271,30.658420845487,53.9381796839335,30.8840804820981,2.39420197875589,87.57301835159141,79.929011439795,64.2020855526035,LSOAs never ranked in top 50 most deprived,184,129,148,174,275,UN1,Urban: Nearer to a major town or city,Urban,1537,-170
W01001695,Adamsdown 2,Cardiff,406,1119,1257,166,526,1092,51,266,20,31.2200347480049,12.1904227741629,9.56903868608086,53.4491146924828,29.012142734782895,12.7401907823339,74.8059807344962,43.7284613469552,87.045728040902,LSOAs never ranked in top 50 most deprived,361,412,536,421,150,UN1,Urban: Nearer to a major town or city,Urban,686,-355
W01001696,Adamsdown 3,Cardiff,147,119,228,165,761,1613,46,166,84,46.8011160671107,59.9804254727329,46.9574053741219,53.5704094628783,20.831053939588905,3.92935333881622,76.3901675473683,53.4491146924828,66.4305253908396,LSOAs never ranked in top 50 most deprived,64,53,78,103,162,UN1,Urban: Nearer to a major town or city,Urban,1466,-101
W01001697,Adamsdown 4,Cardiff,410,572,712,554,822,1073,26,361,115,31.0709218249466,27.1651187152393,22.3132504446043,27.8703095176577,19.1100900717838,13.1350962451782,84.1131400066213,37.2134958467942,60.6323912704246,LSOAs never ranked in top 50 most deprived,238,279,294,494,566,UN1,Urban: Nearer to a major town or city,Urban,663,-384
W01001698,Adamsdown 5,Cardiff,216,347,486,221,523,1665,31,63,48,40.7954833081438,38.0651720786778,30.748419193429,47.6050197860128,29.1379128996805,3.21016493143694,81.9260602660985,71.3974372375447,75.743341186437,LSOAs never ranked in top 50 most deprived,173,191,122,86,175,UN1,Urban: Nearer to a major town or city,Urban,1449,-185
W01001699,Butetown 1,Cardiff,136,33,299,338,797,1564,43,505,37,47.5612885417091,81.106318101445,41.2507003840654,38.6298159865071,19.799903548978,4.62826933985109,77.3958487053242,29.9073281353078,79.5495972703087,LSOAs often in the top 50 most deprived,150,87,42,23,10,UN1,Urban: Nearer to a major town or city,Urban,1428,-93
W01001702,Caerau (Cardiff) 1,Cardiff,464,396,476,688,396,795,445,648,960,29.3071326048394,35.2128370995348,31.2037703789577,23.075623623115,35.2128370995348,19.8559928512103,32.6755247162557,24.405240853407495,15.6351015498729,LSOAs never ranked in top 50 most deprived,564,524,639,696,559,UN1,Urban: Nearer to a major town or city,Urban,331,-19
W01001703,Caerau (Cardiff) 2,Cardiff,84,81,55,86,136,1143,183,521,841,55.6123165323424,67.0777192700641,73.6127848600583,66.0089637625679,57.398922833939,11.71253362724,51.4793397416298,29.2221433891795,18.599329017006905,LSOAs never ranked in top 50 most deprived,104,65,154,126,105,UN1,Urban: Nearer to a major town or city,Urban,1059,99
W01001704,Caerau (Cardiff) 3,Cardiff,18,37,24,8,139,727,59,102,900,69.3454326255268,79.5495972703087,85.0497296540466,94.3464939726561,56.9719862408186,21.8492887875923,72.4784487166508,62.888741563461,17.081935684114,LSOAs often in the top 50 most deprived,27,40,57,53,85,UN1,Urban: Nearer to a major town or city,Urban,709,41
W01001705,Caerau (Cardiff) 4,Cardiff,186,176,236,223,200,757,276,344,786,43.6913973368785,52.270101715109,46.2389369258219,47.4181189285683,49.6650337834706,20.9485328258978,42.9490457966271,38.2518507350042,20.1101012876508,LSOAs never ranked in top 50 most deprived,234,286,277,301,535,UN1,Urban: Nearer to a major town or city,Urban,571,90
W01001706,Caerau (Cardiff) 5,Cardiff,495,587,570,888,387,1644,196,226,231,28.454189157498295,26.5935387465426,27.2424139746021,17.3825538874175,35.7109062943083,3.49790484275683,50.0792333688997,47.1405848632799,46.6853428676421,LSOAs never ranked in top 50 most deprived,613,510,761,863,898,UN1,Urban: Nearer to a major town or city,Urban,1149,-299
W01001707,Caerau (Cardiff) 6,Cardiff,115,107,123,210,109,1189,184,241,597,50.7443061995265,61.9945302349517,59.3464322325837,48.6610386249168,61.6463582731176,10.8234377992372,51.3685608303201,45.8010305504303,26.2202273434475,LSOAs never ranked in top 50 most deprived,116,120,227,196,191,UN1,Urban: Nearer to a major town or city,Urban,1074,69
W01001708,Caerau (Cardiff) 7,Cardiff,63,73,44,102,131,1602,162,37,1035,58.0777242103256,68.8982688558412,77.0557122139279,62.888741563461,58.1285815636282,4.08441443187066,53.9381796839335,79.5495972703087,13.9458497514272,LSOAs never ranked in top 50 most deprived,91,63,170,140,125,UN1,Urban: Nearer to a major town or city,Urban,1539,99
W01001710,Canton 2,Cardiff,738,919,491,967,1532,1709,199,1079,31,22.2819436557482,16.6138495816422,30.5240802001074,15.4720828916168,5.0964428103536,2.6187072366952706,49.7678864822923,13.0096552038537,81.9260602660985,LSOAs never ranked in top 50 most deprived,669,878,1013,916,1061,UN1,Urban: Nearer to a major town or city,Urban,971,-539
W01001711,Canton 3,Cardiff,419,398,616,868,650,1034,124,688,40,30.71934482714,35.1036046685515,25.5272073501539,17.8924841166429,24.3369024359488,13.9675761280521,59.1906273993731,23.075623623115,78.4475222318807,LSOAs never ranked in top 50 most deprived,324,384,489,470,487,UN1,Urban: Nearer to a major town or city,Urban,615,-295
W01001712,Canton 4,Cardiff,1275,1418,1405,857,1698,1770,257,1214,183,13.3056871015502,6.84631115234875,7.05458479341089,18.1778407727645,2.76515187555098,1.82310558552363,44.453257578917,10.3542716624636,51.4793397416298,LSOAs never ranked in top 50 most deprived,1062,1102,889,721,765,UN1,Urban: Nearer to a major town or city,Urban,495,-1018
W01001713,Canton 5,Cardiff,970,1244,1202,1078,1580,1753,164,662,6,17.8670364001109,9.80362022662144,10.5782773803109,13.0305145912057,4.39770846878359,2.04207866073256,53.6923472965782,23.931081852016295,95.8250976903073,LSOAs never ranked in top 50 most deprived,670,705,904,838,853,UN1,Urban: Nearer to a major town or city,Urban,783,-806
W01001714,Canton 6,Cardiff,1683,1820,1808,1798,1881,1555,1088,1367,44,6.67863619413483,1.19089238181222,1.34104623915909,1.46692764264507,0.442408444279875,4.75898277326274,12.8227671692873,7.674427208996981,77.0557122139279,LSOAs never ranked in top 50 most deprived,1637,1725,1749,1755,1812,UN1,Urban: Nearer to a major town or city,Urban,-128,-595
W01001715,Canton 7,Cardiff,1592,1482,1608,1619,1874,1199,914,1245,232,8.12573872432991,5.84759317920274,3.9997060869018695,3.8452131188805,0.52707314322933,10.6346213645385,16.7361095067327,9.78549030558674,46.5953658460321,LSOAs never ranked in top 50 most deprived,1473,1576,1404,1352,1513,UN1,Urban: Nearer to a major town or city,Urban,-393,-678
W01001716,Canton 8,Cardiff,1546,1619,1725,1613,1820,1351,919,1063,45,8.87615181223539,3.8452131188805,2.4073476821473,3.92935333881622,1.19089238181222,7.940495083874139,16.6138495816422,13.3456970635279,76.7205326292893,LSOAs never ranked in top 50 most deprived,1345,1252,1260,1516,1649,UN1,Urban: Nearer to a major town or city,Urban,-195,-627
W01001717,Canton 9,Cardiff,1135,1053,1118,1065,1449,1533,281,1080,221,15.6795075872086,13.5582440946749,12.210551932072,13.3034223470218,6.35713954651361,5.08166721716738,42.5690240501672,12.9888147173631,47.6050197860128,LSOAs never ranked in top 50 most deprived,879,817,770,796,1019,UN1,Urban: Nearer to a major town or city,Urban,398,-854
W01001718,Cathays 1,Cardiff,1114,1480,1834,1155,1263,1764,40,1298,47,16.0385332869558,5.87815550762791,1.01694291576668,11.4772617563852,9.46157199452266,1.90015237233338,78.4475222318807,8.84449761272578,76.0644806138891,LSOAs never ranked in top 50 most deprived,895,1134,1340,1647,1563,UN1,Urban: Nearer to a major town or city,Urban,650,-1074
W01001719,Cathays 2,Cardiff,1750,1848,1915,1841,1838,1760,707,1502,237,5.27008373854646,0.8442991640904172,0.0355556332575515,0.930459051912142,0.967483752488668,1.95166065814167,22.4700077107557,5.54418294566162,46.1506861118912,LSOAs never ranked in top 50 most deprived,1422,1653,1848,1801,1757,UN1,Urban: Nearer to a major town or city,Urban,10,-1043
W01001720,Cathays 3,Cardiff,1199,1789,1899,1302,1067,1879,86,1086,18,14.6021327359454,1.58081299407966,0.226119599713166,8.77501751245247,13.2612251902263,0.466566573261191,66.0089637625679,12.864166806587,88.1126813503824,LSOAs never ranked in top 50 most deprived,866,950,1205,876,692,UN1,Urban: Nearer to a major town or city,Urban,680,-1113
W01001721,Cathays 4,Cardiff,840,1730,1894,998,340,761,72,1336,96,20.0928707349866,2.34169417118009,0.285996096032325,14.7637167283019,38.5031361804481,20.831053939588905,69.1363141117731,8.19276045700378,64.0098107348773,LSOAs never ranked in top 50 most deprived,911,1369,1479,1408,1358,UN1,Urban: Nearer to a major town or city,Urban,-79,-768
W01001722,Cathays 5,Cardiff,1344,1723,1896,1534,1549,1769,61,1486,89,12.2426655513801,2.4336616507964,0.262026788898669,5.06690110998117,4.84653960038243,1.83592880666676,71.9315925517014,5.78659008657496,65.3907641045194,LSOAs never ranked in top 50 most deprived,1184,1179,1572,1342,1380,UN1,Urban: Nearer to a major town or city,Urban,425,-1283
W01001724,Cathays 6,Cardiff,1243,1877,1916,1362,867,1783,85,1509,55,13.8628310509905,0.49075010349887294,0.0236976471952762,7.75724326334024,17.9182798287869,1.65705105510444,66.2187787521445,5.43892794088303,73.6127848600583,LSOAs never ranked in top 50 most deprived,806,1366,1330,1350,1400,UN1,Urban: Nearer to a major town or city,Urban,540,-1158
W01001725,Cathays 7,Cardiff,1218,1864,1917,1566,1228,1310,29,1258,87,14.3294688493434,0.648565914754627,0.0118457715408025,4.59932251839442,10.0956595638491,8.63668383112238,82.7761020653964,9.55109266416355,65.801045497703,LSOAs never ranked in top 50 most deprived,886,1483,1598,1449,1075,UN1,Urban: Nearer to a major town or city,Urban,92,-1189
W01001726,Cathays 8,Cardiff,1136,1260,1795,783,1403,1736,141,1058,92,15.6563772104989,9.5152425735665,1.5048268045783,20.1954318278281,7.08679495125566,2.26315653907452,56.6917020085358,13.4517250569291,64.7887465705303,LSOAs never ranked in top 50 most deprived,958,1130,1233,822,850,UN1,Urban: Nearer to a major town or city,Urban,600,-995
W01001727,Pentyrch and St Fagans 1,Cardiff,1502,1115,1325,1643,1757,593,1624,1117,946,9.56737149330667,12.271045322054,8.37952957033932,3.51169694460876,1.99036771401793,26.3688255954843,3.7753306378583,12.2306987220655,15.9646466734826,LSOAs never ranked in top 50 most deprived,1756,1748,1552,1458,1436,RSN1,Smaller rural: Nearer to a major town or city,Rural,-909,122
W01001728,Pentyrch and St Fagans 2,Cardiff,1916,1886,1875,1916,1894,1565,1890,1887,1283,1.19594416523415,0.382123902923984,0.514959088465857,0.0236976471952762,0.285996096032325,4.61379137521831,0.334009779105695,0.370085932665366,9.10693348198552,LSOAs never ranked in top 50 most deprived,1896,1887,1815,1788,1869,RLN1,Larger rural: Nearer to a major town or city,Rural,-351,-26
W01001729,Pentyrch and St Fagans 3,Cardiff,1579,1466,1642,1570,1627,472,1754,955,819,8.31820365800147,6.09323652994722,3.52549732194833,4.54153794047331,3.73350284048487,31.3884653978513,2.029140020424,15.7522549436915,19.1917835895332,LSOAs never ranked in top 50 most deprived,1717,1715,1481,1505,1529,UN1,Urban: Nearer to a major town or city,Urban,-1107,175
W01001730,Cyncoed 1,Cardiff,1897,1914,1890,1895,1914,1254,1701,1906,609,2.62866424288699,0.0474197360314985,0.334009779105695,0.27400832003257,0.0474197360314985,9.62296092067892,2.72511986642925,0.142553519537921,25.7801075613242,LSOAs never ranked in top 50 most deprived,1850,1907,1885,1872,1892,UN1,Urban: Nearer to a major town or city,Urban,-643,-196
W01001731,Cyncoed 2,Cardiff,1884,1883,1867,1915,1889,1847,1130,1753,614,2.81324408618032,0.418275663250316,0.612050651016539,0.0355556332575515,0.34602887733601,0.856587976173153,11.9701569931987,2.04207866073256,25.5991812440889,LSOAs never ranked in top 50 most deprived,1780,1902,1889,1882,1894,UN1,Urban: Nearer to a major town or city,Urban,-37,-754
W01001732,Cyncoed 3,Cardiff,1780,1710,1835,1914,1904,1625,899,1752,327,4.78998924431134,2.60544020848821,1.00456815041415,0.0474197360314985,0.166398576769003,3.76137958502368,17.1068376716429,2.05502458376486,39.3393085814048,LSOAs never ranked in top 50 most deprived,1775,1860,1890,1879,1852,UN1,Urban: Nearer to a major town or city,Urban,-155,-881
